our_id,title,book_title,type,journal,issn,publisher,book_publisher,public_url,doi,year,doi_duplicate,title_duplicate,doi_transformed,already_downloaded,journal_ok
7066C3D6CCCE5918333CF4535F53C01C45BCD1DB,Postawy wobec czasu a poczucie sensu życia w różnych grupach wiekowych,Doświadczenia człowieka w zdrowiu i w chorobie,CHAPTER,,,,,https://ksiegarnia.difin.pl/doswiadczenia-czlowieka-w-zdrowiu-i-w-chorobie,,2020,FALSE,FALSE,,FALSE,0
7066C3D6CCCE5918333CF4535F53C01C45BCD1DB,Poczucie sensu życia i satysfakcja z życia osób chorych na schizofrenię,Jakość życia człowieka w zdrowiu i w chorobie,CHAPTER,,,,,https://ksiegarnia.difin.pl/jakosc-zycia-czlowieka-w-zdrowiu-i-w-chorobie,,2020,FALSE,FALSE,,FALSE,0
7066C3D6CCCE5918333CF4535F53C01C45BCD1DB,Rodzina z dzieckiem z zaburzeniami rozwoju,Psychologia kliniczna dzieci i młodzieży,CHAPTER,,,,,"https://ksiegarnia.pwn.pl/Psychologia-kliniczna-dzieci-i-mlodziezy,794765593,p.html",,2020,FALSE,FALSE,,FALSE,0
7066C3D6CCCE5918333CF4535F53C01C45BCD1DB,Stan cywilny a nasilenie problemów zdrowia psychicznego u osób starszych,Psychospołeczne konteksty relacji rodzinnych,CHAPTER,,,,,https://bw.aps.edu.pl/info/article/APS0dd967779bb44c1e89a722b73a03f9e0/,,2019,FALSE,FALSE,,FALSE,0
7066C3D6CCCE5918333CF4535F53C01C45BCD1DB,Niepełnosprawność osób starszych,"Encyklopedia starości, starzenia się i niepełnosprawności. 1, A - G",CHAPTER,,,,,https://bw.aps.edu.pl/info/article/APS5cb238c61e6a4dbc9b11b4dc3b023b27/,,2017,FALSE,FALSE,,FALSE,0
713CFAEB82B071A32581DF650B1286804122D794,"Can’t text, I’m driving – Factors influencing intentions to text while driving in the UK",,ARTICLE,Accident Analysis and Prevention,0001-4575,,,,10.1016/j.aap.2021.106027,2021,FALSE,FALSE,10-1016_j-aap-2021-106027,TRUE,1
EBDF77BDAC4C454F4BD05A36788D0DF971E16ED8,Perceptual Adjustment of Eyeball Rotation and Pupil Size Jitter for Virtual Characters,,ARTICLE,ACM Transactions on Applied Perception,1544-3558,,,https://dl.acm.org/doi/10.1145/3238302,10.1145/3238302,2018,FALSE,FALSE,10-1145_3238302,TRUE,1
7066C3D6CCCE5918333CF4535F53C01C45BCD1DB,Znaczenie religijnych sposobów radzenia sobie u osób przewlekle chorych somatycznie,Doświadczenia człowieka w zdrowiu i w chorobie,CHAPTER,,,,,https://ksiegarnia.difin.pl/doswiadczenia-czlowieka-w-zdrowiu-i-w-chorobie,,2020,FALSE,FALSE,,FALSE,0
7066C3D6CCCE5918333CF4535F53C01C45BCD1DB,Cechy osobowości a jakość życia twórców wizualnych,Jakość życia człowieka w zdrowiu i w chorobie,CHAPTER,,,,,https://ksiegarnia.difin.pl/jakosc-zycia-czlowieka-w-zdrowiu-i-w-chorobie,,2020,FALSE,FALSE,,FALSE,0
7066C3D6CCCE5918333CF4535F53C01C45BCD1DB,Zaburzenia zdrowia psychicznego u osób z zespołem Downa,,ARTICLE,Terapia Specjalna Dzieci i Dorosłych,2545-1006,,,https://terapiaspecjalna.pl/artykul/zaburzenia-zdrowia-psychicznego-u-osob-z-zespolem-downa,,2019,FALSE,FALSE,,FALSE,0
7066C3D6CCCE5918333CF4535F53C01C45BCD1DB,Wokół istnienia i godności osoby z niepełnosprawnością intelektualną,Niepełnosprawność intelektualna. Poznawanie i wspieranie,CHAPTER,,,,,http://www.aps.edu.pl/media/2393906/zas%C4%99pa-spis-tre%C5%9Bci.pdf,,2020,FALSE,FALSE,,FALSE,0
7066C3D6CCCE5918333CF4535F53C01C45BCD1DB,Jakość życia osób niepełnosprawnych,"Encyklopedia starości, starzenia się i niepełnosprawności. 1, A - G",CHAPTER,,,,,https://bw.aps.edu.pl/info/article/APS80f47ac8b27c49898e8a7c8ee9675ba9/,,2017,FALSE,FALSE,,FALSE,0
7066C3D6CCCE5918333CF4535F53C01C45BCD1DB,Niepełnosprawność a starzenie się,"Encyklopedia starości, starzenia się i niepełnosprawności. 1, A - G",CHAPTER,,,,,https://bw.aps.edu.pl/info/article/APS98986b5b113449979a40aac03de96094/,,2017,FALSE,FALSE,,FALSE,0
7066C3D6CCCE5918333CF4535F53C01C45BCD1DB,Niepełnosprawność intelektualna/zaburzenie rozwoju intelektualnego,Psychiatria dzieci i młodzieży. [T.] 1,CHAPTER,,,,,https://bw.aps.edu.pl/info/article/APSfddf1cdff96a421bb8878438df57536a/,,2021,FALSE,FALSE,,FALSE,0
7066C3D6CCCE5918333CF4535F53C01C45BCD1DB,Doświadczając starości. Zdrowie psychiczne osób starszych,,BOOK,,,,Difin,https://ksiegarnia.difin.pl/doswiadczajac-starosci-zdrowie-psychiczne-osob-starszych,,2021,FALSE,FALSE,,FALSE,0
C84E17BC881B21E16CC5F4F98FAB51AA3439FD69,Schemat doboru próby [Dokument elektroniczny],"POLSENIOR2: badanie poszczególnych obszarów stanu zdrowia osób starszych, w tym jakości życia związanej ze zdrowiem [Dokument elektroniczny]",CHAPTER,,,,,https://polsenior2.gumed.edu.pl/66095.html,,2021,FALSE,FALSE,,FALSE,0
C84E17BC881B21E16CC5F4F98FAB51AA3439FD69,The metacognitive self: the role of motivation and an updated measurement tool,,ARTICLE,Economics&Sociology,2071-789X,,,https://www.economics-sociology.eu/files/12_683_Brycz%20et%20al.pdf,10.14254/2071-789X.2019/12-1/12,2019,FALSE,TRUE,10-14254_2071-789X-2019_12-1_12,FALSE,0
C84E17BC881B21E16CC5F4F98FAB51AA3439FD69,The metacognitive self: the role of motivation and an updated measurement tool,,ARTICLE,Economics & Sociology,2071-789X,,,https://repozytorium.bg.ug.edu.pl/info/article/UOG3a8d13cd59c24e6c8545ca1d079f0ae6/,,2019,FALSE,TRUE,,FALSE,0
C84E17BC881B21E16CC5F4F98FAB51AA3439FD69,Construct and concurrent validity of the positive metacognitions and positive meta-emotions questionnaire in the Polish population,,ARTICLE,SAGE Open,2158-2440,,,http://journals.sagepub.com/doi/pdf/10.1177/2158244017705423,10.1177/2158244017705423,2017,TRUE,TRUE,10-1177_2158244017705423,FALSE,0
C84E17BC881B21E16CC5F4F98FAB51AA3439FD69,The metacognitive self fosters the drive for self-knowledge: The role of the metacognitive self in the motivation to search for diagnostic information about the self,,ARTICLE,Polish Psychological Bulletin,0079-2993,,,http://journals.pan.pl/dlibra/publication/119473/edition/103944/content,10.24425/119473,2018,TRUE,TRUE,10-24425_119473,FALSE,0
47ED2A813B18505D5245439E1A99476416E1B71F,Bone healing in the presence of a biodegradable PBS-DLA copolyester and its composite containing hydroxyapatite.,,ARTICLE,ACS Omega,,,,,10.1021/acsomega.9b02539,2019,FALSE,FALSE,10-1021_acsomega-9b02539,TRUE,1
BD10D9368F44C0DC418CF26BC900FE2606E49671,Is there a link between TNF gene expression and cognitive deficits in depression?,,ARTICLE,Acta Biochimica Polonica,0001-527X,,,,10.18388/abp.2016_1276,2017,FALSE,FALSE,10-18388_abp-2016_1276,TRUE,1
D7F66B52957FAEE742F6BAF4B474760A00140981,When is a lie more of a lie? Moral judgment mediates the relationship between perceived benefits of others and lie-labeling.,,ARTICLE,Polish Psychological Bulletin,0079-2993,,,https://www.czasopisma.pan.pl/dlibra/publication/116336/edition/101102/content/when-is-a-lie-more-of-a-lie-moral-judgment-mediates-the-relationship-between-perceived-benefits-of-others-and-lie-labeling-katarzyna-cantarero-piotr-szarota,,2017,FALSE,FALSE,,FALSE,0
74234AB889FBD0A9A104F100CBBBCAD4DD8BF61C,On the relation of white matter brain abnormalities and the asociality symptoms in schizophrenia outpatients a DTI study,,ARTICLE,Acta Neurobiologiae Experimentalis,0065-1400,,,https://ruj.uj.edu.pl/xmlui/handle/item/270420,10.21307/ANE-2021-009,2021,FALSE,FALSE,10-21307_ANE-2021-009,TRUE,1
4A60C379F4A772D3A5F28834F2CF50FD643714BE,Preferred frequency ratios for spontaneous auditory-motor synchronization: Dynamical stability and hysteresis,,ARTICLE,Acta Psychologica,0001-6918,,,https://api.elsevier.com/content/article/PII:S0001691818302129?httpAccept=text/xml,10.1016/j.actpsy.2019.03.007,2019,FALSE,FALSE,10-1016_j-actpsy-2019-03-007,TRUE,1
D466490EC0EA2105CB6AE17E3F4A6F5CD86A5ACA,Not that neglected! Base rates influence related and unrelated judgments,,ARTICLE,ACTA PSYCHOLOGICA,0001-6918,,,https://pubmed.ncbi.nlm.nih.gov/28431299/,10.1016/j.actpsy.2017.04.003,2017,FALSE,FALSE,10-1016_j-actpsy-2017-04-003,TRUE,1
D7F66B52957FAEE742F6BAF4B474760A00140981,Do We Really like Helpful Liars? Apparently not Everywhere,,ARTICLE,Current Psychology,1046-1310,,,https://link.springer.com/article/10.1007/s12144-017-9651-3,10.1007/s12144-017-9651-3,2019,TRUE,TRUE,10-1007_s12144-017-9651-3,FALSE,0
D7F66B52957FAEE742F6BAF4B474760A00140981,Towards meaningful comparisons of personality in large-scale cross-cultural studies.,In praise of an inquisitive mind : a Festschrift in honor of Jüri Allik on the occasion of his 70th birthday,CHAPTER,,,,,https://www.researchgate.net/publication/331984281_Towards_meaningful_comparisons_of_personality_in_large-scale_cross-cultural_studies,,2019,FALSE,FALSE,,FALSE,0
D7F66B52957FAEE742F6BAF4B474760A00140981,The effects of culture and moral foundations on moral judgments: The ethics of authority mediates the relationship between power distance and attitude towards lying to one’s supervisor,,ARTICLE,CURRENT PSYCHOLOGY,1046-1310,,,https://link.springer.com/article/10.1007/s12144-018-9945-0,10.1007/s12144-018-9945-0,2021,TRUE,TRUE,10-1007_s12144-018-9945-0,FALSE,0
6AC5684F4FEE156850C86915F7F9E3A44A748FDE,"Relacja praca-rodzina, komunikacja małżeńska i zdrowie pracowników zatrudnionych w systemie rotującym wstecz",,ARTICLE,Acta Universitatis Lodzensis. Folia Psychologica,1427-969X,,,http://hdl.handle.net/11089/24850,10.18778/1427-969x.21.05,2017,FALSE,FALSE,10-18778_1427-969x-21-05,TRUE,1
D7F66B52957FAEE742F6BAF4B474760A00140981,Differentiating everyday lies: A typology of lies based on beneficiary and motivation,,ARTICLE,Personality and Individual Differences,0191-8869,,,https://psycnet.apa.org/record/2018-39651-040,10.1016/j.paid.2018.05.013,2018,TRUE,TRUE,10-1016_j-paid-2018-05-013,FALSE,0
D7F66B52957FAEE742F6BAF4B474760A00140981,Od Facebooka do post-przyjaźni. Współczesne przeobrażenia bliskich relacji,,BOOK,,,,Wydawnictwo Naukowe PWN,"https://katalogi.bn.org.pl/discovery/search?query=isbn,exact,9788301198565&tab=LibraryCatalog&search_scope=NLOP_IZ_NZ&vid=48OMNIS_NLOP:48OMNIS_NLOP&lang=pl&offset=0",,2018,FALSE,FALSE,,FALSE,0
D7F66B52957FAEE742F6BAF4B474760A00140981,When is a lie more of a lie? Moral judgment mediates the relationship between perceived benefits of others and lie-labeling,,ARTICLE,Polish Psychological Bulletin,1641-7844,,,https://www.researchgate.net/publication/318054780_When_is_a_lie_more_of_a_lie_Moral_judgment_mediates_the_relationship_between_perceived_benefits_of_others_and_lie-labeling,10.1515/ppb-2017-0036,2017,TRUE,TRUE,10-1515_ppb-2017-0036,FALSE,0
D7F66B52957FAEE742F6BAF4B474760A00140981,Comparisons of Daily Behavior Across 21 Countries,,ARTICLE,Social Psychological and Personality Science,1948-5506,,,https://journals.sagepub.com/doi/abs/10.1177/1948550616676879,,2017,FALSE,FALSE,,FALSE,0
D7F66B52957FAEE742F6BAF4B474760A00140981,Nienawiść w przestrzeni publicznej,,EDITED_BOOK,,,,Wydawnictwo Naukowe PWN,"https://ksiegarnia.pwn.pl/Nienawisc-w-przestrzeni-publicznej,841926657,p.html?gclid=Cj0KCQjwg7KJBhDyARIsAHrAXaFrDIZqdQIzeoNwqBSAVb3tpvezNa43p2ci6OZarWD14qCc0DJme-4aAvACEALw_wcB",,2020,FALSE,FALSE,,FALSE,0
D7F66B52957FAEE742F6BAF4B474760A00140981,Psychometric properties of the Polish versions of the HEXACO-60 and the HEXACO-100 personality inventories,,ARTICLE,Current Issues in Personality Psychology,2353-4192,,,,10.5114/cipp.2020.98693,2020,TRUE,TRUE,10-5114_cipp-2020-98693,FALSE,0
BD61B37FDD34936C3FA6E4EECCB8249B760CF1B6,Aktywacja standardów osobistych odbiorcy jako ograniczenie dla występowania efektu perswazyjnego komunikatu (na przykładzie message-matching effect),,ARTICLE,Acta Universitatis Lodziensis. Folia Litteraria Polonica,1505-9057,,,https://czasopisma.uni.lodz.pl/polonica/article/view/4009,10.18778/1505-9057.48.11,2018,FALSE,FALSE,10-18778_1505-9057-48-11,TRUE,1
BD61B37FDD34936C3FA6E4EECCB8249B760CF1B6,Wieloznaczność poznawcza jako strategia komunikacyjna,,ARTICLE,Acta Universitatis Lodziensis. Folia Litteraria Polonica,1505-9057,,,https://czasopisma.uni.lodz.pl/polonica/article/view/3314,10.18778/1505-9057.41.14,2017,FALSE,FALSE,10-18778_1505-9057-41-14,TRUE,1
BD61B37FDD34936C3FA6E4EECCB8249B760CF1B6,The sender-receiver relationship as moderator of the persuasive effect in polysemic communication,,ARTICLE,Acta Universitatis Lodziensis. Folia Litteraria Polonica,1505-9057,,,https://czasopisma.uni.lodz.pl/polonica/article/view/2684,10.18778/1505-9057.43.10,2017,FALSE,FALSE,10-18778_1505-9057-43-10,TRUE,1
DC7AD458035C0C83C4C39713911FD5A3C82D6A83,The synergistic effect between interoceptive accuracy and alcohol use disorder status on pain sensitivity,,ARTICLE,ADDICTIVE BEHAVIORS,0306-4603,,,https://www.sciencedirect.com/science/article/pii/S0306460320307371?via%3Dihub,10.1016/j.addbeh.2020.106607,2021,FALSE,FALSE,10-1016_j-addbeh-2020-106607,TRUE,1
D7F66B52957FAEE742F6BAF4B474760A00140981,Take 2 personality factors: A study of two fundamental ways of trait differentiation in eleven trait taxonomies,,ARTICLE,International Journal of Personality Psychology,2451-9243,,,https://pure.rug.nl/ws/portalfiles/portal/119384788/document.pdf,,2018,FALSE,FALSE,,FALSE,0
4EF2BF39EC1DACC86093D6B171FC6695C1514C34,Tożsamościowe wyzwania kobiet sprawujących opiekę nad dzieckiem w związkach jednopłciowych w świetle koncepcji Vivienne Cass,,ARTICLE,Człowiek i Społeczeństwo,0239-3271,,,http://150.254.65.57/info/article/UAM57ef7ad2544242e0863a5b5d4127097f/,,2018,FALSE,FALSE,,FALSE,0
4EF2BF39EC1DACC86093D6B171FC6695C1514C34,Styl przywiązania i udział w warsztatach kompetencji opiekuńczych a poczucie bezradności matek w sprawowaniu opieki nad dzieckiem do 18 miesiąca życia,"Przywiązanie. Związki intymne, osobowość oraz problematyka kliniczno-terapeutyczna",CHAPTER,,,,,http://150.254.65.57/info/article/UAM5d2e3650c8004dd99f1d33a698087d82/,,2017,FALSE,FALSE,,FALSE,0
4EF2BF39EC1DACC86093D6B171FC6695C1514C34,KONSTRUKCJA STEREOTYPOWEGO WIZERUNKU MĘŻCZYZN I KOBIET W WYBRANYCH POLSKICH PUBLIKACJACH NAUKOWYCH Z DZIEDZINY PSYCHOLOGII,,ARTICLE,Kultura i Społeczeństwo,0023-5172,,,http://150.254.65.57/info/article/UAM90a48d3ecc5b4664a38c1e9ade805d3b/,,2017,FALSE,FALSE,,FALSE,0
4EF2BF39EC1DACC86093D6B171FC6695C1514C34,Jak psychologia konstruuje kategorię płci. Przegląd wybranych współczesnych polskich publikacji naukowych,,ARTICLE,Kultura i Społeczeństwo,0023-5172,,,http://150.254.65.57/info/article/UAM3f9183259a7e4416b4f67da293fc562e/,,2017,FALSE,FALSE,,FALSE,0
4EF2BF39EC1DACC86093D6B171FC6695C1514C34,"Zachowania autodestruktywne. Planowanie działań interwencyjnych na terenie szkoły – pytania, uwarunkowania, procedury",Na krawędzi. Reperkusje zachowań ryzykownych w relacji do ciała,CHAPTER,,,,,http://150.254.65.57/info/article/UAM5daf77a231ab4247956192255a53e4ec/,,2017,FALSE,FALSE,,FALSE,0
4EF2BF39EC1DACC86093D6B171FC6695C1514C34,Łuszczyca jako czynnik ryzyka dla zakłóceń w ja cielesnym - moderująca rola płci.,,ARTICLE,Polskie Forum Psychologiczne,1642-1043,,,,10.14656/pfp20170307,2017,FALSE,FALSE,10-14656_pfp20170307,FALSE,0
4EF2BF39EC1DACC86093D6B171FC6695C1514C34,Autodestruktywność dzieci i młodzieży,,BOOK,,,,Difin,https://ksiegarnia.difin.pl/autodestruktywnosc-dzieci-i-mlodziezy,,2019,FALSE,FALSE,,FALSE,0
4EF2BF39EC1DACC86093D6B171FC6695C1514C34,Heteroseksizm i jego znaczenie dla pracy psychologicznej z rodzinami LGB. Sytuacja w Polsce,,ARTICLE,Psychologia Społeczna,1896-1800,,,http://czasopismo.badania.net/wp-content/uploads/2018/02/Wycisk_PS_4_2017.pdf,10.7366/1896180020174305,2017,FALSE,FALSE,10-7366_1896180020174305,FALSE,0
4EF2BF39EC1DACC86093D6B171FC6695C1514C34,Wspieranie rozwoju tożsamości osób homoseksualnych i biseksualnych na przykładzie warsztatu „Coming out a linia życia”,,ARTICLE,Psychoterapia,0239-4170,,,http://150.254.65.57/info/article/UAM86cdf792e16248a682d5ccd63fd96d13/,,2017,FALSE,FALSE,,FALSE,0
4EF2BF39EC1DACC86093D6B171FC6695C1514C34,Homofobia jako źródło zagrożeń dla bezpieczeństwa dzieci i młodzieży w szkole,,ARTICLE,"Dziecko krzywdzone. Teoria, badania, praktyka.",1644-6526,,,http://150.254.65.57/info/article/UAMe4fc0e2ca8c44a07bf3725e75d7dc101/,,2018,FALSE,FALSE,,FALSE,0
300769682635E28E2F596C9E8C94AA2DE35A1FFF,Approach bias for erotic stimuli among heterosexual female college students who use pornography,,ARTICLE,Addictive Behaviors,0306-4603,,,https://api.elsevier.com/content/article/PII:S0306460319315394?httpAccept=text/xml,10.1016/j.addbeh.2020.106438,2020,FALSE,FALSE,10-1016_j-addbeh-2020-106438,TRUE,1
4EF2BF39EC1DACC86093D6B171FC6695C1514C34,Wspieranie rozwoju tożsamości osób homoseksualnych i biseksualnych na przykładzie warsztatu „Coming out a linia życia”,,ARTICLE,Psychoterapia,0239-4170,,,http://www.psychoterapiaptp.pl/uploads/PT_4_2017/41Wycisk_Psychoterapia_4_2017.pdf,,2017,FALSE,FALSE,,FALSE,0
4EF2BF39EC1DACC86093D6B171FC6695C1514C34,Styl przywiązania i udział w warsztatach kompetencji opiekuńczych a poczucie bezradności matek w sprawowaniu opieki nad dzieckiem do 18 miesiąca życia,"Przywiązanie : związki intymne, osobowość oraz problematyka kliniczno-terapeutyczna : praca zbiorowa",CHAPTER,,,,,https://researchportal.amu.edu.pl/info/article/UAM5d2e3650c8004dd99f1d33a698087d82/,,2017,FALSE,FALSE,,FALSE,0
4EF2BF39EC1DACC86093D6B171FC6695C1514C34,Homofobia jako źródło zagrożeń dla bezpieczeństwa dzieci i młodzieży w szkole,,ARTICLE,"Dziecko krzywdzone. Teoria, badania, praktyka.",1644-6526,,,https://dzieckokrzywdzone.fdds.pl/index.php/DK/article/view/660/517,,2018,FALSE,FALSE,,FALSE,0
4EF2BF39EC1DACC86093D6B171FC6695C1514C34,Tożsamościowe wyzwania kobiet sprawujących opiekę nad dzieckiem w związkach jednopłciowych w świetle koncepcji Vivienne Cass,,ARTICLE,Człowiek i Społeczeństwo,0239-3271,,,http://yadda.icm.edu.pl/yadda/element/bwmeta1.element.ekon-element-000171558708?q=bwmeta1.element.ekon-element-8a49f6c8-18a3-3a80-b451-bae8ff403dbc;9&qt=CHILDREN-STATELESS,,2018,FALSE,FALSE,,FALSE,0
4EF2BF39EC1DACC86093D6B171FC6695C1514C34,"Zachowania autodestruktywne. Planowanie działań interwencyjnych na terenie szkoły – pytania, uwarunkowania, procedury",Na krawędzi. Reperkusje zachowań ryzykownych w relacji do ciała,CHAPTER,,,,,https://researchportal.amu.edu.pl/info/article/UAM5daf77a231ab4247956192255a53e4ec/,,2017,FALSE,FALSE,,FALSE,0
A7E202E18AEF64F81AE760B5B28FB0AB1A6C4B52,Non-suicidal self-injury (NSSI) and suicidal: criteria differentiation,,ARTICLE,Advances in Clinical and Experimental Medicine,1899-5276,,,,10.17219/acem/66353,2018,FALSE,FALSE,10-17219_acem_66353,TRUE,1
E20EB5AA41165E14C5784DDC062B1E09C4C592D2,Niedaleko pada jabłko od jabłoni? O transmisji materialistycznych wzorców w diadzie matka-córka,,ARTICLE,Polskie Forum Psychologiczne,1642-1043,,,,10.14656/pfp20170408,2017,TRUE,TRUE,10-14656_pfp20170408,FALSE,0
E20EB5AA41165E14C5784DDC062B1E09C4C592D2,Oddziaływania wychowawcze rodziców a materializm ich dzieci,,ARTICLE,Problemy Opiekuńczo Wychowawcze,0552-2188,,,,10.5604/01.3001.0012.0589,2018,FALSE,FALSE,10-5604_01-3001-0012-0589,FALSE,0
A0DA9AD326BE89ED5D9331DE4067B2B648BA68AE,Sex Differences in Verbal Fluency Among Young Adults,,ARTICLE,Advances in Cognitive Psychology,1895-1171,,,http://www.ac-psych.org/en/download-pdf/volume/16/issue/2/id/291,10.5709/acp-0288-1,2020,FALSE,FALSE,10-5709_acp-0288-1,TRUE,1
E20EB5AA41165E14C5784DDC062B1E09C4C592D2,"Edukacja i socjalizacja ekonomiczna dzieci – rodzice jako źródło wiedzy, wzorców zachowań, wartości i emocji wobec finansów",,ARTICLE,Marketing i Rynek,1231-7853,,,http://bw.aps.edu.pl/info/article/APS6d9bad7327924ee584db8cacb324f3a6/,,2018,FALSE,TRUE,,FALSE,0
E20EB5AA41165E14C5784DDC062B1E09C4C592D2,Agresja pomiędzy rodzeństwem – ciemna strona socjalizacji w rodzinie?,,ARTICLE,PSYCHOLOGIA WYCHOWAWCZA,0033-2860,,,,10.5604/01.3001.0012.8287,2018,FALSE,FALSE,10-5604_01-3001-0012-8287,FALSE,0
E20EB5AA41165E14C5784DDC062B1E09C4C592D2,Overabundance and privation as predictors of materialism in young adults,,ARTICLE,Roczniki Psychologiczne,1507-7888,,,,10.18290/rpsych.2018.21.3-2,2018,TRUE,TRUE,10-18290_rpsych-2018-21-3-2,FALSE,0
E20EB5AA41165E14C5784DDC062B1E09C4C592D2,"Edukacja i socjalizacja ekonomiczna dzieci - rodzice jako źródło zachowań, wartości i emocji wobec finansów",,ARTICLE,Miesięcznik Marketing i Rynek,1231-7853,,,http://yadda.icm.edu.pl/yadda/element/bwmeta1.element.ekon-element-000171513734,,2018,FALSE,TRUE,,FALSE,0
E20EB5AA41165E14C5784DDC062B1E09C4C592D2,"Money, possessions and happiness: The relationships beetwen subjective and relative assessment of young adults’ material situation, materialism and well-being",,ARTICLE,PSYCHOLOGIA WYCHOWAWCZA,0033-2860,,,https://e-psychologiawychowawcza.pl/resources/html/article/details?id=205860&language=en,10.5604/01.3001.0014.2650,2020,TRUE,TRUE,10-5604_01-3001-0014-2650,FALSE,0
E20EB5AA41165E14C5784DDC062B1E09C4C592D2,Why it is so hard to lose weight? An exploration of patients’ and dietitians’ perspectives by means of thematic analysis,,ARTICLE,Health Psychology Open,,,,http://journals.sagepub.com/doi/pdf/10.1177/20551029211024406,10.1177/20551029211024406,2021,TRUE,TRUE,10-1177_20551029211024406,FALSE,0
5CF102BF9AEB1F40B27D2565AE0A66874CC0FE8F,Sex Differences in Verbal Fluency Among Young Adults,,ARTICLE,Advances in Cognitive Psychology,1895-1171,,,http://www.ac-psych.org/en/download-pdf/volume/16/issue/2/id/291,10.5709/acp-0288-1,2020,FALSE,FALSE,10-5709_acp-0288-1,TRUE,1
E20EB5AA41165E14C5784DDC062B1E09C4C592D2,"Edukacja i socjalizacja ekonomiczna dzieci – rodzice jako źródło wiedzy, wzorców zachowań, wartości i emocji wobec finansów",,ARTICLE,Miesięcznik Marketing i Rynek,1231-7853,,,https://www.pwe.com.pl/files/1276809751/file/Mison_i_in_MiR_5_2018.pdf,,2018,FALSE,TRUE,,FALSE,0
