,Unnamed: 0,name,orcid,doi,title,date,journal,filename,Article_ID
17,17,Witold Dobrołowicz,https://orcid.org/0000-0001-8620-0369,empty,"Wybrane problemy psychologii twórczości naukowej,„",unrecovered,Kiele ckie Studia Psychologiczne,Witold_Dobrołowicz_6,4080442722232194688
18,18,Małgorzata Anna Foryś-Nogala,https://orcid.org/0000-0001-9152-1650,https://doi.org/10.5709/acp-0340-1,Cognitive Aptitudes and Processing of L2 Grammar: Exploring the Role of Rule Inferencing Skills and Working Memory,2021-12,Advances in Cognitive Psychology,Małgorzata_Anna_Foryś-Nogala_1,10-5709_acp-0340-1
19,19,Małgorzata Anna Foryś-Nogala,https://orcid.org/0000-0001-9152-1650,https://doi.org/10.1016/j.cognition.2020.104477,False friends or real friends? False cognates show advantage in word form learning,2021-01,Cognition,Małgorzata_Anna_Foryś-Nogala_2,10-1016_j-cognition-2020-104477
20,20,Małgorzata Anna Foryś-Nogala,https://orcid.org/0000-0001-9152-1650,https://doi.org/10.1080/14790718.2020.1811710,"Cross-linguistic influences, language proficiency and metalinguistic knowledge in L3 Italian subject placement",2020-09-25,International Journal of Multilingualism,Małgorzata_Anna_Foryś-Nogala_3,10-1080_14790718-2020-1811710
21,21,Małgorzata Anna Foryś-Nogala,https://orcid.org/0000-0001-9152-1650,https://doi.org/10.1111/lang.12390,Learning Orthographic Cognates and Non‐Cognates in the Classroom: Does Awareness of Cross‐Linguistic Similarity Matter?,2020-02-22,Language Learning,Małgorzata_Anna_Foryś-Nogala_4,10-1111_lang-12390
22,22,Małgorzata Anna Foryś-Nogala,https://orcid.org/0000-0001-9152-1650,https://doi.org/10.3389/fpsyg.2017.01444,How does L1 and L2 exposure impact l1 performance in bilingual children? Evidence from Polish-English migrants to the United Kingdom,2017,Frontiers in Psychology,Małgorzata_Anna_Foryś-Nogala_5,10-3389_fpsyg-2017-01444
23,23,Małgorzata Anna Foryś-Nogala,https://orcid.org/0000-0001-9152-1650,https://doi.org/10.1080/10489223.2016.1179744,"Syntactic, semantic and pragmatic correlates of the acquisition of exhaustivity in Wh-questions: A study of Polish monolingual children",2017,Language Acquisition,Małgorzata_Anna_Foryś-Nogala_6,10-1080_10489223-2016-1179744
24,24,Małgorzata Anna Foryś-Nogala,https://orcid.org/0000-0001-9152-1650,https://doi.org/10.1080/13670050.2015.1051944,"They learn the CLIL way, but do they like it? Affectivity and cognition in upper-primary CLIL classes",2017,International Journal of Bilingual Education and Bilingualism,Małgorzata_Anna_Foryś-Nogala_7,10-1080_13670050-2015-1051944
25,25,Jacek Janusz Gierus,https://orcid.org/0000-0003-2532-3327,https://doi.org/10.3390/jcm9113462,The Relationship between Suicide and Oxidative Stress in a Group of Psychiatric Inpatients,2020-10-28,Journal of Clinical Medicine,Jacek_Janusz_Gierus_1,10-3390_jcm9113462
26,26,Jacek Janusz Gierus,https://orcid.org/0000-0003-2532-3327,https://doi.org/10.1080/13625187.2020.1783652,Religiosity among women undergoing pregnancy termination for medical reasons: the experiences and views of Polish women,2020-09-02,The European Journal of Contraception & Reproductive Health Care,Jacek_Janusz_Gierus_2,10-1080_13625187-2020-1783652
27,27,Jacek Janusz Gierus,https://orcid.org/0000-0003-2532-3327,https://doi.org/10.3390/ijerph17113895,Attitudes and Opinions of Young Gynecologists on Pregnancy Termination: Results of a Cross-Sectional Survey in Poland,2020-05-31,International Journal of Environmental Research and Public Health,Jacek_Janusz_Gierus_3,10-3390_ijerph17113895
28,28,Jacek Janusz Gierus,https://orcid.org/0000-0003-2532-3327,empty,"Aggressive behaviors in patients with psychiatric disorders,Zachowania agresywne ze strony pacjentów z zaburzeniami psychicznymi",2019,Psychiatria,Jacek_Janusz_Gierus_4,3240200681251471298
29,29,Jacek Janusz Gierus,https://orcid.org/0000-0003-2532-3327,https://doi.org/10.1136/bmjopen-2019-029501,Multivariate analysis of biopsychosocial determinants of professional activity among patients after kidney or liver transplantation in Poland,2019,BMJ Open,Jacek_Janusz_Gierus_5,10-1136_bmjopen-2019-029501
30,30,Jacek Janusz Gierus,https://orcid.org/0000-0003-2532-3327,https://doi.org/10.3390/ijerph16183413,Psychosocial Profile and Reproductive Decisions of Women Undergoing Pregnancy Termination for Medical Reasons—A Cross-Sectional Study,2019-09,International Journal of Environmental Research and Public Health,Jacek_Janusz_Gierus_6,10-3390_ijerph16183413
31,31,Jacek Janusz Gierus,https://orcid.org/0000-0003-2532-3327,https://doi.org/10.1080/13625187.2019.1590698,Perceptions of attending medical staff by women accessing pregnancy termination in Poland: a qualitative study.,2019-04,The European journal of contraception & reproductive health care : the official journal of the European Society of Contraception,Jacek_Janusz_Gierus_7,10-1080_13625187-2019-1590698
32,32,Jacek Janusz Gierus,https://orcid.org/0000-0003-2532-3327,empty,"Cognitive screening scale for schizophrenia (CSSS): Diagnostic efficacy in group of subjects with special rehabilitational needs,Przesiewowa Skala Funkcji Poznawczych w Schizofrenii (CSSS) - Wartość diagnostyczna w grupie osób ze specjalnymi potrzebami rehabilitacyjnymi",2018,Psychiatria,Jacek_Janusz_Gierus_8,-3194902244107773405
33,33,Jacek Janusz Gierus,https://orcid.org/0000-0003-2532-3327,empty,Considerations of suicidal behaviour in psychiatrically hospitalised patients. A psychological portrait of a suicidal female and male,2018,Psychiatria,Jacek_Janusz_Gierus_9,-3569691871576766374
34,34,Jacek Janusz Gierus,https://orcid.org/0000-0003-2532-3327,https://doi.org/10.1016/j.transproceed.2018.12.001,Determinants of professional activity after kidney and liver transplantation: Questionnaire development and validation,2018,Transplantation Proceedings,Jacek_Janusz_Gierus_10,10-1016_j-transproceed-2018-12-001
35,35,Jacek Janusz Gierus,https://orcid.org/0000-0003-2532-3327,https://doi.org/10.12740/pp/onlinefirst/62657,"Evaluation of the relationship between cognitive functioning in patients with borderline personality disorder and their general functioning,Ocena zależności pomiędzy funkcjonowaniem poznawczym osób z osobowością chwiejną emocjonalnie typu borderline a ich ogólnym poziomem funkcjonowania",2018,Psychiatria Polska,Jacek_Janusz_Gierus_11,10-12740_pp_onlinefirst_62657
36,36,Jacek Janusz Gierus,https://orcid.org/0000-0003-2532-3327,empty,"Not only „neurosis”. The level of reported pathological worry versus reported generalized anxiety sympthoms, and primary care consultations. Which phenomenon is more informative?,Nie tylko „nerwica”. Poziom patologicznego zamartwiania i objawy lęku uogólnionego w populacji a skala zgłoszeń do lekarza podstawowej opieki zdrowotnej. Które zjawisko wyjaśnia więcej?",2018,Psychiatria,Jacek_Janusz_Gierus_12,-81644263785902948
37,37,Jacek Janusz Gierus,https://orcid.org/0000-0003-2532-3327,https://doi.org/10.1016/j.pscychresns.2018.01.001,Proton magnetic resonance spectroscopy changes after lithium treatment. Systematic review,2018,Psychiatry Research - Neuroimaging,Jacek_Janusz_Gierus_13,10-1016_j-pscychresns-2018-01-001
38,38,Jacek Janusz Gierus,https://orcid.org/0000-0003-2532-3327,https://doi.org/10.3390/ijerph15122854,Role of social and informational support while deciding on pregnancy termination for medical reasons,2018,International Journal of Environmental Research and Public Health,Jacek_Janusz_Gierus_14,10-3390_ijerph15122854
39,39,Jacek Janusz Gierus,https://orcid.org/0000-0003-2532-3327,https://doi.org/10.12740/pp/onlinefirst/64831,"The Cognitive Screening Scale for Schizophrenia (CSSS). Part 1. Design and structure of the scale,Przesiewowa Skala Funkcji Poznawczych w Schizofrenii (CSSS). Czesc 1. Konstrukcja i struktura skali",2018,Psychiatria Polska,Jacek_Janusz_Gierus_15,10-12740_pp_onlinefirst_64831
40,40,Jacek Janusz Gierus,https://orcid.org/0000-0003-2532-3327,https://doi.org/10.12740/pp/onlinefirst/69101,"The Cognitive Screening Scale for Schizophrenia (CSSS). Part 2. Validity of the scale,Przesiewowa Skala Funkcji Poznawczych w Schizofrenii (CSSS). Czesc 2. Trafnosc diagnostyczna metody",2018,Psychiatria Polska,Jacek_Janusz_Gierus_16,10-12740_pp_onlinefirst_69101
41,41,Jacek Janusz Gierus,https://orcid.org/0000-0003-2532-3327,empty,"Tools for the assessment of executive functions in patients suffering from schizophrenia,Narzedzia do oceny funkcji wykonawczych u pacjentów chorujacych na schizofrenie",2018,Psychiatria,Jacek_Janusz_Gierus_17,5543529214708070414
42,42,Jacek Janusz Gierus,https://orcid.org/0000-0003-2532-3327,https://doi.org/10.1016/j.apnu.2016.11.002,An Introduction to the Model of Crisis Intervention Procedure for Borderline Patients (CIP-BP): A Case Study,2017,Archives of Psychiatric Nursing,Jacek_Janusz_Gierus_18,10-1016_j-apnu-2016-11-002
43,43,Jacek Janusz Gierus,https://orcid.org/0000-0003-2532-3327,empty,Diagnostic accuracy of the Verbal Suicide Scale (VSS) in the group of psychiatrically hospitalised patients,2017,Psychiatria,Jacek_Janusz_Gierus_19,-3407616796266242900
44,44,Jacek Janusz Gierus,https://orcid.org/0000-0003-2532-3327,empty,"Epidemiology of suicidal thoughts and behaviours in patients of the Clinic of Psychiatry at the Faculty of Health Sciences of Medical University of Warsaw (April 2016-March 2017),Epidemiologia zachowań samobójczych pacjentów Kliniki Psychiatrycznej Wydziału Nauki o Zdrowiu Warszawskiego Uniwersytetu Medycznego (kwiecień 2016-marzec 2017 roku)",2017,Psychiatria,Jacek_Janusz_Gierus_20,-6289489012479058674
45,45,Jacek Janusz Gierus,https://orcid.org/0000-0003-2532-3327,https://doi.org/10.1016/s2215-0366(17)30363-2,Institutional discrimination against psychiatric patients in Poland,2017,The Lancet Psychiatry,Jacek_Janusz_Gierus_21,10-1016_s2215-0366(17)30363-2
46,46,Krzysztof Kiełkiewicz,https://orcid.org/0000-0003-4042-0969,https://doi.org/10.1007/s10943-019-00821-x,Construct Validity and Dimensionality of the Rosenberg Self-Esteem Scale and Its Association with Spiritual Values Within Irish Population,2020-02-03,Journal of Religion and Health,Krzysztof_Kiełkiewicz_1,10-1007_s10943-019-00821-x
47,47,Krzysztof Kiełkiewicz,https://orcid.org/0000-0003-4042-0969,https://doi.org/10.1080/01639625.2019.1665221,"Are Prisoners More Psychopathic than Non-forensic Populations? Profiling Psychopathic Traits among Prisoners, Community Adults, University Students, and Adolescents",2019-09-12,Deviant Behavior,Krzysztof_Kiełkiewicz_2,10-1080_01639625-2019-1665221
48,48,Krzysztof Kiełkiewicz,https://orcid.org/0000-0003-4042-0969,https://doi.org/10.1080/13617672.2019.1570451,Empirical investigation of a postmodern model of spirituality within the population of Republic of Ireland,2019-04-03,Journal of Beliefs & Values,Krzysztof_Kiełkiewicz_3,10-1080_13617672-2019-1570451
49,49,Ryszard Kościelak,https://orcid.org/0000-0003-0977-2288,empty,Self-image and methods of coping with stress in women practising dentistry,2018-01-10,Polish Journal of Social Sciences,Ryszard_Kościelak_1,-5068444789421714807
50,50,Ryszard Kościelak,https://orcid.org/0000-0003-0977-2288,empty,Subjective health resources in women suffering from simple obesity,2017-03-17,Polish Journal of Social Sciences,Ryszard_Kościelak_2,-2455583205286523121
51,51,Ilona Laskowska-Levy,https://orcid.org/0000-0002-8945-3393,https://doi.org/10.12740/pp/onlinefirst/62394,Verbal fluency in research conducted with PET technique under conditions of extended cognitive activation with the use of 18F-fluorodeoxyglucose (FDG) tracer | Fluencja slowna w badaniach technika PET w warunkach przedluzonej aktywizacji poznawczej z zastosowaniem znacznika 18F-fluorodeoksyglukozy (FDG),2017,Psychiatria Polska,Ilona_Laskowska-Levy_1,10-12740_pp_onlinefirst_62394
52,52,Giuseppe Leonardi,https://orcid.org/0000-0003-0159-4851,https://doi.org/10.32614/rj-2021-062,Unidimensional and Multidimensional Methods for Recurrence Quantification Analysis with crqa,2021,The R Journal,Giuseppe_Leonardi_1,10-32614_rj-2021-062
53,53,Giuseppe Leonardi,https://orcid.org/0000-0003-0159-4851,https://doi.org/10.1109/tcds.2019.2892991,"Multimodal Turn-Taking: Motivations, Methodological Challenges, and Novel Approaches",2019,IEEE Transactions on Cognitive and Developmental Systems,Giuseppe_Leonardi_2,10-1109_tcds-2019-2892991
54,54,Giuseppe Leonardi,https://orcid.org/0000-0003-0159-4851,https://doi.org/10.1016/j.physa.2018.08.058,A Method for the computation of entropy in the Recurrence Quantification Analysis of categorical time series,2018,Physica A: Statistical Mechanics and its Applications,Giuseppe_Leonardi_3,10-1016_j-physa-2018-08-058
55,55,Giuseppe Leonardi,https://orcid.org/0000-0003-0159-4851,https://doi.org/10.3389/fpsyg.2018.02232,"Analyzing Multivariate Dynamics Using Cross-Recurrence Quantification Analysis (CRQA), Diagonal-Cross-Recurrence Profiles (DCRP), and Multidimensional Recurrence Quantification Analysis (MdRQA) – A Tutorial in R",2018-12-04,Frontiers in Psychology,Giuseppe_Leonardi_4,10-3389_fpsyg-2018-02232
56,56,Giuseppe Leonardi,https://orcid.org/0000-0003-0159-4851,https://doi.org/10.1063/1.5024915,Deriving inferential statistics from recurrence plots: A recurrence-based test of differences between sample distributions and its comparison to the two-sample Kolmogorov-Smirnov test,2018-08-28,Chaos: An Interdisciplinary Journal of Nonlinear Science,Giuseppe_Leonardi_5,10-1063_1-5024915
57,57,Giuseppe Leonardi,https://orcid.org/0000-0003-0159-4851,https://doi.org/10.3389/fpsyg.2017.02228,Combining Recurrence Analysis and Automatic Movement Extraction from Video Recordings to Study Behavioral Coupling in Face-to-Face Parent-Child Interactions,2017,Frontiers in Psychology,Giuseppe_Leonardi_6,10-3389_fpsyg-2017-02228
58,58,Giuseppe Leonardi,https://orcid.org/0000-0003-0159-4851,https://doi.org/10.3389/fpsyg.2017.01656,Taking Up an Active Role: Emerging Participation in Early Mother–Infant Interaction during Peekaboo Routines,2017-10-10,Frontiers in Psychology,Giuseppe_Leonardi_7,10-3389_fpsyg-2017-01656
59,59,Daniel Pankowski,https://orcid.org/0000-0001-7667-5803,https://doi.org/10.1038/s41597-020-00784-9,COVIDiSTRESS Global Survey dataset on psychological and behavioural consequences of the COVID-19 outbreak,2021,Scientific Data,Daniel_Pankowski_1,10-1038_s41597-020-00784-9
60,60,Daniel Pankowski,https://orcid.org/0000-0001-7667-5803,https://doi.org/10.1098/rsos.200589,Stress and worry in the 2020 coronavirus pandemic: relationships to trust and compliance with preventive measures across 48 countries in the COVIDiSTRESS global survey,2021,Royal Society Open Science,Daniel_Pankowski_2,10-1098_rsos-200589
61,61,Daniel Pankowski,https://orcid.org/0000-0001-7667-5803,https://doi.org/10.1016/j.jbspin.2021.105298,Cognitive Impairment in Patients with Rheumatoid Arthritis: A Systematic Review and Meta-analysis,2021-10,Joint Bone Spine,Daniel_Pankowski_3,10-1016_j-jbspin-2021-105298
62,62,Daniel Pankowski,https://orcid.org/0000-0001-7667-5803,https://doi.org/10.3389/fpsyt.2021.614361,"The Role of Illness-Related Beliefs in Depressive, Anxiety, and Anger Symptoms: An On-line Survey in Women With Hypothyroidism",2021-04,Frontiers in Psychiatry,Daniel_Pankowski_4,10-3389_fpsyt-2021-614361
63,63,Daniel Pankowski,https://orcid.org/0000-0001-7667-5803,https://doi.org/10.1007/s11136-020-02621-3,Comparative study of life satisfaction among patients with psoriasis versus healthy comparison group: the explanatory role of body image and resource profiles,2021-01-04,Quality of Life Research,Daniel_Pankowski_5,10-1007_s11136-020-02621-3
64,64,Daniel Pankowski,https://orcid.org/0000-0001-7667-5803,https://doi.org/10.1111/aphw.12234,Who is the Most Stressed During the COVID‐19 Pandemic? Data From 26 Countries and Areas,2020-12,Applied Psychology: Health and Well-Being,Daniel_Pankowski_6,10-1111_aphw-12234
65,65,Daniel Pankowski,https://orcid.org/0000-0001-7667-5803,https://doi.org/10.1002/jclp.23011,The role of beliefs about the impact of illness on fertility and close relationships for psychopathological symptoms in women treated for hypothyroidism,2020-12-27,Journal of Clinical Psychology,Daniel_Pankowski_7,10-1002_jclp-23011
66,66,Daniel Pankowski,https://orcid.org/0000-0001-7667-5803,https://doi.org/10.1016/j.ijchp.2020.07.004,Profiles of resources and posttraumatic growth among cancer and psoriatic patients compared to non-clinical sample,2020-08,International Journal of Clinical and Health Psychology,Daniel_Pankowski_8,10-1016_j-ijchp-2020-07-004
67,67,Daniel Pankowski,https://orcid.org/0000-0001-7667-5803,https://doi.org/10.1371/journal.pone.0237859,Knowledge about traumatic World War II experiences among ancestors and subjective well-being of young adults: A person-centred perspective,2020-08-24,PLOS ONE,Daniel_Pankowski_9,10-1371_journal-pone-0237859
68,68,Daniel Pankowski,https://orcid.org/0000-0001-7667-5803,https://doi.org/10.1037/tra0000676,Commentary on COVID-19 situation in Poland: Practical and empirical evaluation of current state.,2020-07,"Psychological Trauma: Theory, Research, Practice, and Policy",Daniel_Pankowski_10,10-1037_tra0000676
69,69,Daniel Pankowski,https://orcid.org/0000-0001-7667-5803,https://doi.org/10.1109/mie.2020.2985194,Power Industrial Electronics and Informatics for Humans [Students and Young Professionals News],2020-06,IEEE Industrial Electronics Magazine,Daniel_Pankowski_11,10-1109_mie-2020-2985194
70,70,Daniel Pankowski,https://orcid.org/0000-0001-7667-5803,https://doi.org/10.1080/13548506.2019.1619789,The role of psychological and medical variables in the process of adaptation to life with chronic illness in a group of COPD outpatients,2019-11-26,"Psychology, Health & Medicine",Daniel_Pankowski_12,10-1080_13548506-2019-1619789
71,71,Daniel Pankowski,https://orcid.org/0000-0001-7667-5803,https://doi.org/10.3389/fpsyg.2019.01526,"Smoking Status, Body Mass Index, Health-Related Quality of Life, and Acceptance of Life With Illness in Stable Outpatients With COPD",2019-07-02,Frontiers in Psychology,Daniel_Pankowski_13,10-3389_fpsyg-2019-01526
72,72,Daniel Pankowski,https://orcid.org/0000-0001-7667-5803,https://doi.org/10.1007/s12144-016-9526-z,Body Image and Body Experience Disturbances in Schizophrenia: an Attempt to Introduce the Concept of Body Self as a Conceptual Framework,2018,Current Psychology,Daniel_Pankowski_14,10-1007_s12144-016-9526-z
73,73,Daniel Pankowski,https://orcid.org/0000-0001-7667-5803,https://doi.org/10.5114/fmpcr.2018.76459,"Sociodemographic variables, health-related behaviors, and disease characteristics in patients with psoriasis",2018,Family Medicine and Primary Care Review,Daniel_Pankowski_15,10-5114_fmpcr-2018-76459
74,74,Daniel Pankowski,https://orcid.org/0000-0001-7667-5803,https://doi.org/10.1080/17522439.2017.1300186,Do specific metacognitive training modules lead to specific cognitive changes among patients diagnosed with schizophrenia? A single module effectiveness pilot study,2017,Psychosis,Daniel_Pankowski_16,10-1080_17522439-2017-1300186
75,75,Joanna Piekarska,https://orcid.org/0000-0001-6063-9269,https://doi.org/10.24425/ppb.2020.134726,Adolescents’ emotional abilities and stress coping strategies: The moderating role of gender ,2020,Polish Psychological Bulletin,Joanna_Piekarska_1,10-24425_ppb-2020-134726
76,76,Joanna Piekarska,https://orcid.org/0000-0001-6063-9269,https://doi.org/10.5709/acp-0305-z,"Determinants of Perceived Stress in Adolescence: The Role of Personality Traits, Emotional Abilities, Trait Emotional Intelligence, Self-Efficacy, and Self-Esteem",2020-12,Advances in Cognitive Psychology,Joanna_Piekarska_2,10-5709_acp-0305-z
77,77,Mieczysław Plopa,https://orcid.org/0000-0002-5278-149X,https://doi.org/10.1080/0092623x.2019.1654578,Partners’ Sexual Satisfaction in Partnership and Marriage: A Study Method,2020,Journal of Sex and Marital Therapy,Mieczysław_Plopa_1,10-1080_0092623x-2019-1654578
78,78,Mieczysław Plopa,https://orcid.org/0000-0002-5278-149X,empty,The quality of parental relationships and dispositional empathy as predictors of satisfaction during the transition to marriage,2019,Journal of Family Studies,Mieczysław_Plopa_2,-5929984750672000001
79,79,Mieczysław Plopa,https://orcid.org/0000-0002-5278-149X,https://doi.org/10.1080/13229400.2016.1211550,The quality of parental relationships and dispositional empathy as predictors of satisfaction during the transition to marriage,2019,Journal of Family Studies,Mieczysław_Plopa_3,10-1080_13229400-2016-1211550
80,80,Mieczysław Plopa,https://orcid.org/0000-0002-5278-149X,https://doi.org/10.1037/a0040320,"Bullying at work, personality and subjective well-being",2017,Journal of Occupational Health Psychology,Mieczysław_Plopa_4,10-1037_a0040320
81,81,Mieczysław Plopa,https://orcid.org/0000-0002-5278-149X,empty,Dynamika związku małżeńskiego jako predyktor sytuacji rozwodowej,2017,,Mieczysław_Plopa_5,-163533442145106614
82,82,Mieczysław Plopa,https://orcid.org/0000-0002-5278-149X,empty,Kwestionariusz Satysfakcji Seksualnej,2017,,Mieczysław_Plopa_6,-802491723297397643
83,83,Mieczysław Plopa,https://orcid.org/0000-0002-5278-149X,empty,Bullying at Work and Mental Health: The Moderating Role of Demographic and Occupational Variables,unrecovered,,Mieczysław_Plopa_7,1957835113135834047
84,84,Mieczysław Plopa,https://orcid.org/0000-0002-5278-149X,empty,Cohabitation or marriage? Psychosocial perspective,unrecovered,,Mieczysław_Plopa_8,7209956709039207814
85,85,Mieczysław Plopa,https://orcid.org/0000-0002-5278-149X,empty,O WRODZONEJ POTRZEBIE DÓSWIADCZANIA PODMIOTOWÓSCI I MIŁÓSCI: PERSPEKTYWA TEORII PRZYWIĄZANIA,unrecovered,,Mieczysław_Plopa_9,-1895792013075375619
86,86,HANNA PRZYBYŁA-BASISTA,https://orcid.org/0000-0001-6839-7305,empty,Psychometric Evaluation of the Polish Version of the Satisfaction with Family Life Scale,2021-12-22,Advances in Cognitive Psychology,HANNA_PRZYBYŁA-BASISTA_1,7797505589816802035
87,87,HANNA PRZYBYŁA-BASISTA,https://orcid.org/0000-0001-6839-7305,https://doi.org/10.5114/cipp.2020.94261,Psychometric evaluation of the Polish version of the Support in Intimate Relationships Rating Scale – Revised (SIRRS-R),2020,Current Issues in Personality Psychology,HANNA_PRZYBYŁA-BASISTA_2,10-5114_cipp-2020-94261
88,88,HANNA PRZYBYŁA-BASISTA,https://orcid.org/0000-0001-6839-7305,https://doi.org/10.3390/ijerph17249436,Body Acceptance by Pregnant Women and Their Attitudes toward Pregnancy and Maternity as Predictors of Prenatal Depression,2020-12-16,International Journal of Environmental Research and Public Health,HANNA_PRZYBYŁA-BASISTA_3,10-3390_ijerph17249436
89,89,HANNA PRZYBYŁA-BASISTA,https://orcid.org/0000-0001-6839-7305,https://doi.org/10.1080/10502556.2020.1768487,The Role of Ego-Resiliency in Maintaining Post-divorce Well-being in Initiators and Non-Initiators of Divorce,2020-07-03,Journal of Divorce & Remarriage,HANNA_PRZYBYŁA-BASISTA_4,10-1080_10502556-2020-1768487
90,90,HANNA PRZYBYŁA-BASISTA,https://orcid.org/0000-0001-6839-7305,https://doi.org/10.1080/13548506.2020.1737718,"The role of partner support, ego-resiliency, prenatal attitudes towards maternity and pregnancy in psychological well-being of women in high-risk and low-risk pregnancy",2020-05-27,"Psychology, Health & Medicine",HANNA_PRZYBYŁA-BASISTA_5,10-1080_13548506-2020-1737718
91,91,HANNA PRZYBYŁA-BASISTA,https://orcid.org/0000-0001-6839-7305,empty,Doświadczanie stresu i odnajdywanie pozytywnych aspektów rodzicielstwa w kontekście wychowywania dziecka z niepełnosprawnością intelektualną,2019,Dziecko Krzywdzone,HANNA_PRZYBYŁA-BASISTA_6,3493353100546325059
