,name,orcid,link,title,date,journal
57,Karolina Kossakowska,https://orcid.org/0000-0003-3618-1918,empty,Wybrane aspekty dobrostanu psychicznego uczniów na różnych etapach edukacji. Doniesienia wstępne,2019,Studia edukacyjne
58,Karolina Kossakowska,https://orcid.org/0000-0003-3618-1918,empty,Assessment of physical endurance in students of the 1st and 2nd grade of secondary school = Ocena poziomu wydolności fizycznej u licealistów klas I i II,2018,Fizjoterapia Polska
59,Karolina Kossakowska,https://orcid.org/0000-0003-3618-1918,https://doi.org/10.5114/fmpcr.2018.76455,Factors of subjective assessment of the effectiveness of physiotherapy: a study on patients with degenerative disease of the spine,2018,Family Medicine &amp; Primary Care Review
60,Karolina Kossakowska,https://orcid.org/0000-0003-3618-1918,empty,Karmienie piersią w miejscach publicznych w opinii kobiet = Women’s opinions about breastfeeding in public,2018,Hygeia Public Health
61,Karolina Kossakowska,https://orcid.org/0000-0003-3618-1918,https://doi.org/10.5114/polp.2018.76246,Objawy depresji poporodowej a poczucie skuteczności w karmieniu piersią,2018,Pediatria Polska - Polish Journal of Paediatrics
62,Karolina Kossakowska,https://orcid.org/0000-0003-3618-1918,empty,Ocena poziomu wydolności fizycznej u licealistów klas I i II,2018,Fizjoterapia Polska
63,Karolina Kossakowska,https://orcid.org/0000-0003-3618-1918,empty,Ocena poziomu wydolności fizycznej u licealistów klas I i II,2018,Fizjoterapia Polska
64,Karolina Kossakowska,https://orcid.org/0000-0003-3618-1918,empty,Psychological Wellbeing in the Teaching Profession = Dobrostan psychologiczny w zawodzie nauczyciela,2018,Edukacja Dorosłych
65,Karolina Kossakowska,https://orcid.org/0000-0003-3618-1918,https://doi.org/10.18778/1427-969x.22.05,Stres a objawy depresji i sposoby radzenia sobie u kobiet z niepłodnością i kobiet w ciąży wysokiego ryzyka,2018,Acta Universitatis Lodzensis Folia  Psychologica
66,Karolina Kossakowska,https://orcid.org/0000-0003-3618-1918,empty,The Subjective Mental Well-Being of School-Age Children – Educational and Prophylactic Challenges,2018-12-07,Educational Studies Review
67,Karolina Kossakowska,https://orcid.org/0000-0003-3618-1918,https://doi.org/10.12775/pbe.2018.021,The Subjective Mental Well-Being of School-Age Children – Educational and Prophylactic Challenges,2018-11-29,Przegląd Badań Edukacyjnych
68,Karolina Kossakowska,https://orcid.org/0000-0003-3618-1918,empty,Karmienie piersią w miejscach publicznych w opinii kobiet,2018-07-20,Olejnik A i wsp. Karm
69,Karolina Kossakowska,https://orcid.org/0000-0003-3618-1918,https://doi.org/10.18778/1427-969x.21.06,Charakterystyka i ocena właściwości psychometrycznych polskiej adaptacji Skali Poczucia Kompetencji Rodzicielskich (Parenting Sense of Competence Scale - PSOC-PL) w wersji dla matek,2017,Acta Universitatis Lodzensis Folia  Psychologica
70,Karolina Kossakowska,https://orcid.org/0000-0003-3618-1918,empty,Charakterystyka i ocena właściwości psychometrycznych polskiej adaptacji Skali Poczucia Kompetencji Rodzicielskich (Parenting Sense of Competence Scale; PSOC-PL) w wersji dla matek. ,2017,"Acta Universitatis Lodziensis, Folia Psychologica"
71,Karolina Kossakowska,https://orcid.org/0000-0003-3618-1918,empty,Orientacja seksualna kobiet a postawy wobec macierzyństwa = Women' sexual orientation and their attitudes towards motherhood,2017,Seksuologia Polska
72,Karolina Kossakowska,https://orcid.org/0000-0003-3618-1918,https://doi.org/10.18778/1427-969x.21.02,Polki wobec płodności i posiadania dzieci - doniesienie wstępne,2017,Acta Universitatis Lodzensis Folia  Psychologica
73,Karolina Kossakowska,https://orcid.org/0000-0003-3618-1918,empty,Polki wobec płodności i posiadania dzieci – doniesienie wstępne,2017-12-31,Folia Psychologica
74,Karolina Kossakowska,https://orcid.org/0000-0003-3618-1918,empty,Orientacja seksualna kobiet a postawy wobec macierzyństwa,2017-11-21,Seksuologia Polska / Polish Sexology
75,Marta Justyna Kucharska-Hauk,https://orcid.org/0000-0002-5004-7275,https://doi.org/10.5114/hpr.2020.97295,"Selected predictors of maternal-fetal attachment in pregnancies with congenital disorders, other complications, and in healthy pregnancies",2020,Health Psychology Report
76,Marta Justyna Kucharska-Hauk,https://orcid.org/0000-0002-5004-7275,https://doi.org/10.5604/01.3001.0014.2641,"Właściwości indywidualne matki a więź z dzieckiem w ciążach zdrowych, z wadami wrodzonymi i innymi zagrożeniami",2020,PSYCHOLOGIA WYCHOWAWCZA
77,Marta Justyna Kucharska-Hauk,https://orcid.org/0000-0002-5004-7275,https://doi.org/10.4467/25439561.np.19.038.12281,Doświadczanie ciąży z wadą wrodzoną a więź matki z dzieckiem prenatalnym,2019,Niepełnosprawność. Dyskursy pedagogiki specjalnej
78,Marta Justyna Kucharska-Hauk,https://orcid.org/0000-0002-5004-7275,https://doi.org/10.14656/pfp20180109,Zależność i wsparcie od partnera a więź matki z dzieckiem w okresie prenatalnym,2018,Polskie Forum Psychologiczne
79,Agnieszka Marta Lipińska-Grobelny,https://orcid.org/0000-0003-2770-1723,https://doi.org/10.34766/fetr.v48i4.949,Self-esteem and perfectionism versus procrastination,2021-12-30,Kwartalnik Naukowy Fides et Ratio
80,Agnieszka Marta Lipińska-Grobelny,https://orcid.org/0000-0003-2770-1723,https://doi.org/10.13075/ijomeh.1896.01623,Organizational climate and counterproductive work behaviors – the moderating role of gender,2021-08-05,International Journal of Occupational Medicine and Environmental Health
81,Agnieszka Marta Lipińska-Grobelny,https://orcid.org/0000-0003-2770-1723,https://doi.org/10.15219/em90.1517,Self-efficacy and psychological well-being of teachers,2021-07,e-mentor
82,Agnieszka Marta Lipińska-Grobelny,https://orcid.org/0000-0003-2770-1723,empty,Personnel selection methods and the employee's labour market.,2020,Organization & Management Scientific Quarterly
83,Agnieszka Marta Lipińska-Grobelny,https://orcid.org/0000-0003-2770-1723,empty,Wielowymiarowa ocena skuteczności metod doboru personelu. Badania pilotażowe,2019,Zarządzanie Zasobami Ludzkimi (Human Resource Management)
84,Agnieszka Marta Lipińska-Grobelny,https://orcid.org/0000-0003-2770-1723,https://doi.org/10.14691/cppj.24.3.499,Atrakcyjność miejsca pracy a zadowolenie z pracy,2018,Czasopismo Psychologiczne Psychological Journal (CPPJ)
85,Agnieszka Marta Lipińska-Grobelny,https://orcid.org/0000-0003-2770-1723,empty,Kapitał psychologiczny a zadowolenie z sytuacji zawodowej absolwentów psychologi,2018,Teraźniejszość - Człowiek - Edukacja
86,Agnieszka Marta Lipińska-Grobelny,https://orcid.org/0000-0003-2770-1723,empty,Klimat organizacyjny a odkładanie pracy na później,2018,Organizacja i Kierowanie
87,Agnieszka Marta Lipińska-Grobelny,https://orcid.org/0000-0003-2770-1723,empty,Motywacja do pracy wielopracowników - analiza porównawcza,2018,Polityka Społeczna
88,Agnieszka Marta Lipińska-Grobelny,https://orcid.org/0000-0003-2770-1723,https://doi.org/10.14656%2Fpfp20180406,Psychologiczny kontekst wielopracy - analiza różnic płciowych. ,2018,Polskie Forum Psychologiczne
89,Agnieszka Marta Lipińska-Grobelny,https://orcid.org/0000-0003-2770-1723,https://doi.org/10.14691/cppj.24.1.47,Wpływ czasu pracy i jego kontroli na relacje między życiem osobistym i zawodowym.,2018,Czasopismo Psychologiczne Psychological Journal (CPPJ)
90,Agnieszka Marta Lipińska-Grobelny,https://orcid.org/0000-0003-2770-1723,empty,Zaangażowanie w pracę i przywiązanie do organizacji - analiza międzypokoleniowa i międzypłciowa.,2018,Zarządzanie Zasobami Ludzkimi (Human Resources Management)
91,Agnieszka Marta Lipińska-Grobelny,https://orcid.org/0000-0003-2770-1723,empty,Wielopraca i inne trendy obecne na rynku pracy. ,2017,Studia Humanistica Gedanensia
92,Anna Lubrańska,https://orcid.org/0000-0002-3880-0711,empty,Klimat organizacyjny a konflikty ról w perspektywie równowagi praca-życie,2021,Zarządzanie Zasobami Ludzkimi
93,Anna Lubrańska,https://orcid.org/0000-0002-3880-0711,empty,Satysfakcja z pracy w kontekście szkoleń pracowników – doniesienie z badań,2020,Edukacja Dorosłych
94,Anna Lubrańska,https://orcid.org/0000-0002-3880-0711,empty,Radzenie sobie ze stresem i z tremą przez młodych dorosłych w sytaucji występu scenicznego,2019,Edukacja Dorosłych
95,Anna Lubrańska,https://orcid.org/0000-0002-3880-0711,empty,Intergenerational Differences in Organizational Commitment,2017,Przedsiębiorczość i Zarządzanie
96,Anna Lubrańska,https://orcid.org/0000-0002-3880-0711,empty,Klimat organizacyjny wobec zarządzania wiekiem,2017,Zarządzanie Zasobami Ludzkimi
97,Anna Lubrańska,https://orcid.org/0000-0002-3880-0711,empty,Satysfakcja z życia i z pracy w aspekcie uelastycznienia zatrudnienia,2017,Polityka Społeczna
98,Anna Lubrańska,https://orcid.org/0000-0002-3880-0711,empty,Radzenie sobie ze stresem i z tremą wśród studentów wybranych kierunków artystycznych – rola zasobów osobistych,unrecovered,Edukacja Dorosłych
99,Dorota Małgorzata Merecz-Kot,https://orcid.org/0000-0002-8294-4309,https://doi.org/10.5114/hpr.2020.97914,Predictors of illness acceptance in women with endometriosis,2021,Health Psychology Report
100,Dorota Małgorzata Merecz-Kot,https://orcid.org/0000-0002-8294-4309,https://doi.org/10.13075/mp.5893.01088,Aggravating factors in teachers' work and fatigue,2021-06-17,Medycyna Pracy
101,Dorota Małgorzata Merecz-Kot,https://orcid.org/0000-0002-8294-4309,https://doi.org/10.1109/access.2020.3035540,Stress Reduction Using Bilateral Stimulation in Virtual Reality,2020,IEEE Access
102,Dorota Małgorzata Merecz-Kot,https://orcid.org/0000-0002-8294-4309,https://doi.org/10.12740/pp/113555,"Shame, guilt, time perspective, time of imprisonment and PTSD symptoms in sentenced motor vehicle accidents perpetrators – a preliminary report",2020-12-31,Psychiatria Polska
103,Dorota Małgorzata Merecz-Kot,https://orcid.org/0000-0002-8294-4309,https://doi.org/10.13075/ijomeh.1896.01494,Work-related Internet use as a threat to work-life balance – a comparison between the emerging on-line professions and traditional office work,2020-01-17,International Journal of Occupational Medicine and Environmental Health
104,Dorota Małgorzata Merecz-Kot,https://orcid.org/0000-0002-8294-4309,https://doi.org/10.4187/respcare.05692,Maternal Stress During Pregnancy and Allergic Diseases in Children During the First Year of Life,2018,Respiratory care
105,Dorota Małgorzata Merecz-Kot,https://orcid.org/0000-0002-8294-4309,https://doi.org/10.13075/mp.5893.00737,Endometriosis – The challenge for occupational life of diagnosed women: A review of quantitative studies,2018-11-02,Medycyna Pracy
106,Dorota Małgorzata Merecz-Kot,https://orcid.org/0000-0002-8294-4309,https://doi.org/10.13075/mp.5893.00648,Late effects of mass acute phosphine poisoning – Case report,2018-05-22,Medycyna Pracy
107,Dorota Małgorzata Merecz-Kot,https://orcid.org/0000-0002-8294-4309,https://doi.org/10.1111/jpc.13422,Maternal stress during pregnancy and neurodevelopmental outcomes of children during the first 2 years of life,2017,Journal of Paediatrics and Child Health
108,Dorota Małgorzata Merecz-Kot,https://orcid.org/0000-0002-8294-4309,https://doi.org/10.3390/ijerph14070796,Environmental Tobacco Smoke Exposure during Pregnancy and Child Neurodevelopment,2017-07,International Journal of Environmental Research and Public Health
109,Dorota Małgorzata Merecz-Kot,https://orcid.org/0000-0002-8294-4309,https://doi.org/10.18778/0208-600x.61.01,The comparison of Polish and Norwegian policy and research on work-life balance – current state of knowledge and future perspectives. Narrative review,2017-06-30,Acta Universitatis Lodziensis. Folia Sociologica
110,Dorota Małgorzata Merecz-Kot,https://orcid.org/0000-0002-8294-4309,https://doi.org/10.13075/mp.5893.00580,"Use of work–life balance benefits
guaranteed by law in Poland –
Do size of the enterprise and gender matter?",2017-06-22,Medycyna Pracy
111,Dorota Małgorzata Merecz-Kot,https://orcid.org/0000-0002-8294-4309,https://doi.org/10.13075/ijomeh.1896.00874,Effort–reward balance as a mediator of the relationship between supplementary person–organization fit and perceived stress among middle-level managers,2017-02-23,International Journal of Occupational Medicine and Environmental Health
112,Dorota Małgorzata Merecz-Kot,https://orcid.org/0000-0002-8294-4309,https://doi.org/10.13075/ijomeh.1896.00797,"Socio-demographic predictors
of person–organization fit",2017-01-20,International Journal of Occupational Medicine and Environmental Health
113,Paulina Michalska,https://orcid.org/0000-0003-2179-0307,https://doi.org/10.1007/s12144-020-00935-6,Type D personality in adolescents – the mediating role between depression and PTSD,2021-12-23,Current Psychology
114,Paulina Michalska,https://orcid.org/0000-0003-2179-0307,https://doi.org/10.1177/0886260520903141,The Mediating Role of Cognitive Processing in the Relationship Between Negative and Positive Effects of Trauma Among Female Victims of Domestic Violence,2021-12-06,Journal of Interpersonal Violence
115,Paulina Michalska,https://orcid.org/0000-0003-2179-0307,https://doi.org/10.1037/ser0000421,Psychological resilience and secondary traumatic stress in nurses working with terminally ill patients—The mediating role of job burnout.,2021-08,Psychological Services
116,Paulina Michalska,https://orcid.org/0000-0003-2179-0307,https://doi.org/10.1371/journal.pone.0247596,Prevalence and predictors of secondary traumatic stress symptoms in health care professionals working with trauma victims: A cross-sectional study,2021-02-23,PLOS ONE
117,Paulina Michalska,https://orcid.org/0000-0003-2179-0307,https://doi.org/10.1080/20008198.2021.1876382,Prevalence and determinants of secondary posttraumatic growth following trauma work among medical personnel: a cross sectional study,2021-01-01,European Journal of Psychotraumatology
118,Paulina Michalska,https://orcid.org/0000-0003-2179-0307,https://doi.org/10.12775/pbe.2020.007,"Stress and Coping Strategies Among Participants of Stress Management Interventions at the Science, Technology and Art Festival",2020-06-30,Przegląd Badań Edukacyjnych
119,Paulina Michalska,https://orcid.org/0000-0003-2179-0307,https://doi.org/10.1007/s10880-019-09606-6,The Relationship Between Emotional Processing Deficits and Posttraumatic Stress Disorder Symptoms Among Breast Cancer Patients: The Mediating Role of Rumination,2020-03-12,Journal of Clinical Psychology in Medical Settings
120,Paulina Michalska,https://orcid.org/0000-0003-2179-0307,https://doi.org/10.5114/ppn.2019.92485,Type D personality and post-traumatic stress symptoms in adolescents - the mediating role of resilience = Osobowość typu D a objawy zespołu stresu pourazowego u młodzieży - mediacyjna rola prężności,2019,Postępy Psychiatrii i Neurologii
121,Paulina Michalska,https://orcid.org/0000-0003-2179-0307,https://doi.org/10.14656/pfp20170303,Mediacyjna rola strategii radzenia sobie ze stwardnieniem rozsianym w relacji między poznawczą oceną choroby a potraumatycznym wzrostem = The mediating role of coping strategies with sclerosis multiplex in the relationship beetween cognitive appraisal of disease and posttraumatic growth,2017,Polskie Forum Psychologiczne
122,Katarzyna Natalia Nowakowska-Domagała,https://orcid.org/0000-0002-3564-2818,https://doi.org/10.1080/07420528.2020.1865393,The association between chronotype and suicidality among students of the medicine and psychology faculties – the mediating role of general mental health indices,2021-04-03,Chronobiology International
123,Katarzyna Natalia Nowakowska-Domagała,https://orcid.org/0000-0002-3564-2818,https://doi.org/10.5114/ppn.2020.101203,"Clinical presentation, sexual function and quality of life as predictors of sexual satisfaction among women with urinary incontinence before a vaginal revitalization procedure",2020,Postępy Psychiatrii i Neurologii
124,Katarzyna Natalia Nowakowska-Domagała,https://orcid.org/0000-0002-3564-2818,https://doi.org/10.1016/j.euroneuro.2020.09.148,"P.193 The association between chronotype, mindfulness, general mental health indices and use of antidepressants among medical students",2020-11,European Neuropsychopharmacology
