,name,orcid,link,title,date,journal
41,Edyta Charzyńska,https://orcid.org/0000-0001-9375-1433,https://doi.org/10.3390/ijerph18168590,"Subpopulations of Addictive Behaviors in Different Sample Types and Their Relationships with Gender, Personality, and Well-Being: Latent Profile vs. Latent Class Analysis",2021-08-14,International Journal of Environmental Research and Public Health
42,Edyta Charzyńska,https://orcid.org/0000-0001-9375-1433,https://doi.org/10.1007/s10943-021-01188-8,"The Effect of Baseline Patterns of Spiritual Coping, Forgiveness, and Gratitude on the Completion of an Alcohol Addiction Treatment Program",2021-06,Journal of Religion and Health
43,Edyta Charzyńska,https://orcid.org/0000-0001-9375-1433,https://doi.org/10.3390/rel12050355,"Exploring the Roles of Daily Spiritual Experiences, Self-Efficacy, and Gender in Shopping Addiction: A Moderated Mediation Model",2021-05-18,Religions
44,Edyta Charzyńska,https://orcid.org/0000-0001-9375-1433,https://doi.org/10.1007/s12671-020-01450-2,Testing the Indirect Effect of Type 1 Diabetes on Life Satisfaction Through Self-Compassion and Self-Coldness,2020-11-16,Mindfulness
45,Edyta Charzyńska,https://orcid.org/0000-0001-9375-1433,https://doi.org/10.1080/16066359.2019.1642332,The role of forgiveness and gratitude in the quality of life of alcohol-dependent persons,2020-03-26,Addiction Research & Theory
46,Edyta Charzyńska,https://orcid.org/0000-0001-9375-1433,https://doi.org/10.1007/s12144-019-00361-3,It does matter who we are grateful to: A latent profile analysis,2020-02-18,Current Psychology
47,Edyta Charzyńska,https://orcid.org/0000-0001-9375-1433,https://doi.org/10.1007/s10943-019-00911-w,"Spirituality and Mental Health Care in a Religiously Homogeneous Country: Definitions, Opinions, and Practices Among Polish Mental Health Professionals",2020-02-11,Journal of Religion and Health
48,Edyta Charzyńska,https://orcid.org/0000-0001-9375-1433,empty,University connectedness among students and its measurement.,2019,Przegląd Pedagogiczny
49,Edyta Charzyńska,https://orcid.org/0000-0001-9375-1433,empty,Being a grateful student :mediating mechanisms between gratitude and well-being among university students,2018,Ekon.-Prav. Vikliki Roku
50,Edyta Charzyńska,https://orcid.org/0000-0001-9375-1433,https://doi.org/10.1080/16066359.2018.1429595,Forgiveness and gratitude trajectories among persons undergoing alcohol addiction therapy,2018,Addiction Research and Theory
51,Edyta Charzyńska,https://orcid.org/0000-0001-9375-1433,empty,Aspekty wybaczania a jakość życia uwarunkowana stanem zdrowia wśród pacjentów z nowotworem,2017,Humanum
52,Edyta Charzyńska,https://orcid.org/0000-0001-9375-1433,empty,Czytelność tekstów na stronach NFZ i MZ :analiza statystyczna oraz porównanie z popularnymi serwisami zdrowotnymi,2017,Hygeia (Warsz.)
53,Maria Chełkowska-Zacharewicz,https://orcid.org/0000-0002-5214-0297,empty,Jakim muzykiem chcesz być? Model elastyczności psychologicznej w służbie muzykom: wprowadzenie,2020-12-01,Konteksty Kształcenia Muzycznego
54,Maria Chełkowska-Zacharewicz,https://orcid.org/0000-0002-5214-0297,https://doi.org/10.1177/0305735620927474,Polish adaptation of the Geneva Emotional Music Scale: Factor structure and reliability,2020-07-02,Psychology of Music
55,Maria Chełkowska-Zacharewicz,https://orcid.org/0000-0002-5214-0297,https://doi.org/10.18290/rpsych.2019.22.4-5,What do we actually measure as music-induced emotions?,2019-06-29,Roczniki Psychologiczne
56,Maria Chełkowska-Zacharewicz,https://orcid.org/0000-0002-5214-0297,https://doi.org/10.18290/rpsych.2019.22.2-4,Music emotions and associations in film music listening: The example of leitmotifs from The Lord of the Rings movies,2019-01-10,Roczniki Psychologiczne
57,Maria Chełkowska-Zacharewicz,https://orcid.org/0000-0002-5214-0297,https://doi.org/10.14746/rfn.2018.19.10,"Synestezja a sztuka, red. Aleksandra Rogowska, Julia Kaleńska-Rodzaj",2018-12-15,Res Facta Nova. Teksty o muzyce współczesnej
58,Mikołaj Wit Cugowski,https://orcid.org/0000-0002-8602-0920,empty,Diagnostic Issues in Cases of Juvenile with Substance Abuse Problem in Forensic Psychology Field,2018-12-30,European Journal of Social Science Education and Research
59,Wiola Friedrich,https://orcid.org/0000-0001-7072-2605,https://doi.org/10.22432/pjsr.2021.21.21,A Polish adaptation of Self-Stigma of Individuals with Criminal Records - SSICR,2021-09-24,Resocjalizacja Polska
60,Wiola Friedrich,https://orcid.org/0000-0001-7072-2605,https://doi.org/10.1016/j.paid.2020.110218,Women in prisons. Personality and temperamental characteristics,2020-12,Personality and Individual Differences
61,Wiola Friedrich,https://orcid.org/0000-0001-7072-2605,empty,Zakres badań psychologicznych przeprowadzonych w związku z przesłuchaniem w trybie art. 185a-185c k.p.k na tle uwag ogólnych dotyczących przesłuchania świadków,2019-05,Przegląd sądowy
62,Wiola Friedrich,https://orcid.org/0000-0001-7072-2605,empty,Oskarżony jako podmiot badań psychologicznych w procesie karnym - aspekty prawne i psychologiczn,2018,Przegląd sądowy
63,Wiola Friedrich,https://orcid.org/0000-0001-7072-2605,https://doi.org/10.1016/j.jrp.2018.04.005,Situational suppression use and social hierarchy in non-individualistic and hierarchic society: A replication study,2018-06,Journal of Research in Personality
64,Małgorzata Górnik-Durose,https://orcid.org/0000-0003-3395-5324,https://doi.org/10.1007/s10902-020-00349-y,Regulatory Focus in Materialists and Its Consequences for Their Well-Being,2021-08,Journal of Happiness Studies
65,Małgorzata Górnik-Durose,https://orcid.org/0000-0003-3395-5324,empty,Funkcjonalność materializmu - perspektywa kulturowa i ewolucyjna,2020,PRZEGLĄD PSYCHOLOGICZNY (THE REVIEW OF PSYCHOLOGY)
66,Małgorzata Górnik-Durose,https://orcid.org/0000-0003-3395-5324,https://doi.org/10.1371/journal.pone.0243448,Adult attachment styles and mothers’ life satisfaction in relation to eating behaviors in the families with overweight and obese children,2020-12-03,PLOS ONE
67,Małgorzata Górnik-Durose,https://orcid.org/0000-0003-3395-5324,https://doi.org/10.1016/j.paid.2020.110075,Personality matters – Explaining the link between materialism and well-being in young adults,2020-09,Personality and Individual Differences
68,Małgorzata Górnik-Durose,https://orcid.org/0000-0003-3395-5324,https://doi.org/10.1007/s10902-019-00089-8,Materialism and Well-Being Revisited: The Impact of Personality,2020-01-12,Journal of Happiness Studies
69,Małgorzata Górnik-Durose,https://orcid.org/0000-0003-3395-5324,https://doi.org/10.24425/ppb.2019.129450,Deconstructing materialism – towards a better understanding of its connections with well -being,2019-08-30,Polish Psychological Bulletin
70,Małgorzata Górnik-Durose,https://orcid.org/0000-0003-3395-5324,https://doi.org/10.5114/cipp.2017.66890,Intrinsic – Extrinsic – Transcendent. A triarchic model of goal contents: introduction and validation,2018,Current Issues in Personality Psychology
71,Małgorzata Górnik-Durose,https://orcid.org/0000-0003-3395-5324,https://doi.org/10.1016/j.paid.2017.10.040,"Not materialistic, just neurotic. The mediating effect of neuroticism on the relationship between attitudes to material assets and well-being",2018,Personality and Individual Differences
72,Małgorzata Górnik-Durose,https://orcid.org/0000-0003-3395-5324,https://doi.org/10.1080/00223980.2016.1252707,"Grandiose and Vulnerable Narcissism, Materialism, Money Attitudes, and Consumption Preferences",2017,Journal of Psychology: Interdisciplinary and Applied
73,Magdalena Hyla,https://orcid.org/0000-0003-2268-6456,https://doi.org/10.1016/j.jrp.2018.04.005,Situational suppression use and social hierarchy in non-individualistic and hierarchic society: A replication study,2018,Journal of Research in Personality
74,Magdalena Hyla,https://orcid.org/0000-0003-2268-6456,empty,Dlaczego opieramy się własnym marzeniom? Rozwój osobisty w perspektywie modelu elastyczności psychologicznej,2017,Chowanna
75,Magdalena Hyla,https://orcid.org/0000-0003-2268-6456,https://doi.org/10.14691/cppj.23.2.347,Między myślą a czynem – o pomiarze utajonych konstruktów psychicznych za pomocą Implicit Relational Assessment Procedure,2017,Czasopismo Psychologiczne
76,Magdalena Hyla,https://orcid.org/0000-0003-2268-6456,https://doi.org/10.1515/ppb-2017-0030,Narcissism and self-esteem revisited: The relationships between the subscales of the NPI and explicit/implicit self-esteem,2017,Polish Psychological Bulletin
77,Michalina Ilska,https://orcid.org/0000-0002-1733-9604,https://doi.org/10.3390/ijerph182111140,Pandemic Stress and Its Correlates among Pregnant Women during the Second Wave of COVID-19 in Poland,2021-10-23,International Journal of Environmental Research and Public Health
78,Michalina Ilska,https://orcid.org/0000-0002-1733-9604,https://doi.org/10.1016/j.midw.2021.102940,Pandemic-related pregnancy stress assessment–Psychometric properties of the Polish PREPS and its relationship with childbirth fear,2021-05,Midwifery
79,Michalina Ilska,https://orcid.org/0000-0002-1733-9604,https://doi.org/10.1038/s41598-021-85445-6,Author Correction: Factors associated with fear of childbirth among Polish pregnant women,2021-03-04,Scientific Reports
80,Michalina Ilska,https://orcid.org/0000-0002-1733-9604,https://doi.org/10.1038/s41598-021-83915-5,Factors associated with fear of childbirth among Polish pregnant women,2021-02-23,Scientific Reports
81,Michalina Ilska,https://orcid.org/0000-0002-1733-9604,https://doi.org/10.3390/ijerph17249436,Body Acceptance by Pregnant Women and Their Attitudes toward Pregnancy and Maternity as Predictors of Prenatal Depression,2020-12-16,International Journal of Environmental Research and Public Health
82,Michalina Ilska,https://orcid.org/0000-0002-1733-9604,https://doi.org/10.1016/j.paid.2020.110098,Effect of prenatal distress on subjective happiness in pregnant women: The role of prenatal attitudes towards maternity and ego-resiliency,2020-09,Personality and Individual Differences
83,Michalina Ilska,https://orcid.org/0000-0002-1733-9604,https://doi.org/10.1016/j.midw.2020.102731,Vaginal delivery or caesarean section – Severity of early symptoms of postpartum depression and assessment of pain in Polish women in the early puerperium,2020-08,Midwifery
84,Michalina Ilska,https://orcid.org/0000-0002-1733-9604,https://doi.org/10.1080/13548506.2020.1737718,"The role of partner support, ego-resiliency, prenatal attitudes towards maternity and pregnancy in psychological well-being of women in high-risk and low-risk pregnancy",2020-05-27,"Psychology, Health & Medicine"
85,Michalina Ilska,https://orcid.org/0000-0002-1733-9604,https://doi.org/10.5114/cipp.2020.94261,Psychometric evaluation of the Polish version of the Support in Intimate Relationships Rating Scale – Revised (SIRRS-R),2020-04,Current Issues in Personality Psychology
86,Michalina Ilska,https://orcid.org/0000-0002-1733-9604,https://doi.org/10.29119/1641-3466.2019.141.8,Assessment of obstetrician-patient relationship and stress levels experienced by women in healthy pregnancy and pregnancy complicated by maternal or fetal factors.,2019,Scientific Papers of Silesian University of Technology. Organization and Management Series
87,Michalina Ilska,https://orcid.org/0000-0002-1733-9604,https://doi.org/10.29119/1641-3466.2019.141.1,Body image in women with breast cancer undergoing surgical treatment – a comparative analysis,2019,Zeszyty Naukowe. Organizacja i Zarządzanie / Politechnika Śląska
88,Michalina Ilska,https://orcid.org/0000-0002-1733-9604,empty,"Lęk porodowy – czynniki ryzyka oraz jego wpływ na przebieg porodu, połogu oraz stan noworodka",2019,Ginekologia i Poloznictwo
89,Michalina Ilska,https://orcid.org/0000-0002-1733-9604,https://doi.org/10.29119/1641-3466.2019.141.14,The crisis of divorce and the nature of the experienced life changes,2019,Zeszyty Naukowe. Organizacja i Zarządzanie / Politechnika Śląska
90,Michalina Ilska,https://orcid.org/0000-0002-1733-9604,empty,"Labor anxiety–risk factors and impact on the course of labor, puerperium and neonatal condition",2019-01,GinPolMedProject
91,Michalina Ilska,https://orcid.org/0000-0002-1733-9604,empty,Aktywność i satysfakcja seksualna kobiet w ciąży prawidłowej oraz wysokiego ryzyka,2018,Ginekologia i Poloznictwo
92,Michalina Ilska,https://orcid.org/0000-0002-1733-9604,empty,Dobrostan hedonistyczny i eudajmonistyczny w sytuacjach kryzysów normatywnych i nienormatywnych,2018,Zeszyty Naukowe politechniki Śląskiej. Organizacja i Zarządzanie
93,Michalina Ilska,https://orcid.org/0000-0002-1733-9604,https://doi.org/10.5114/hpr.2017.68235,Partner support as a mediator of the relationship between prenatal concerns and psychological well-being in pregnant women,2017,Health Psychology Report
94,Michalina Ilska,https://orcid.org/0000-0002-1733-9604,https://doi.org/10.14656/pfp20170306,"Skala Satysfakcji Seksualnej Kobiet Cindy Meston i Paula Trapnella – właściwości psychometryczne polskiej wersji narzędzia,",2017,Polskie Forum Psychologiczne
95,Michalina Ilska,https://orcid.org/0000-0002-1733-9604,empty,„Małżonkowie powinni być najlepszymi przyjaciółmi”. Mity małżeńskie jako stereotypowe przekonania o małżeństwie – ich znaczenie w życiu pary i rodziny,2017,Humanum
96,Michalina Ilska,https://orcid.org/0000-0002-1733-9604,empty,"Dobrze być dziadkiem…”; „Dobrze mieć dziadka…” – znaczenie zaangażowania dziadków w pomoc rodzinom oraz w opiekę nad wnukami, ",unrecovered,Społeczeństwo i Edukacja
97,Michalina Ilska,https://orcid.org/0000-0002-1733-9604,empty,Sexual activity and sexual satisfaction of women in low-risk and high-risk pregnancy,unrecovered,Ginekologia i Położnictwo – Medical Project
98,Michalina Ilska,https://orcid.org/0000-0002-1733-9604,empty,Status Socjoekonomiczny kobiet w okresie porozwodowym,unrecovered,Społeczeństwo i Edukacja
99,Łukasz Mateusz Jach,https://orcid.org/0000-0002-8215-0795,empty,How to distinguish a “scientoskeptic” from a “scientoenthusiast”? Psychometric properties and criteria for qualitative interpretation of the scores of the Views of Science Questionnaire in a Polish quota sample,2021,Current Issues in Personality Psychology
100,Łukasz Mateusz Jach,https://orcid.org/0000-0002-8215-0795,empty,Psychologiczne korelaty postaw wobec szczepionek na COVID-19 wśród polskich respondentów – migawkowe badanie przed rozpoczęciem masowej kampanii szczepień,2021,Przegląd Psychologiczny / The Review of Psychology
101,Łukasz Mateusz Jach,https://orcid.org/0000-0002-8215-0795,empty,"Self-reported body weight and weight-related stigmatization experiences among young adult women—two contexts, but similar attitudes related to body image, mental self-schemas, self-esteem, and stereotypes of people with obesity",2021,PeerJ
102,Łukasz Mateusz Jach,https://orcid.org/0000-0002-8215-0795,https://doi.org/10.1016/j.paid.2021.110950,"Who says “yes” to science without ethics? Acceptance of the violation of ethical norms due to scientific reasons in the context of empathy, systemizing, and the scientistic worldview",2021,Personality and Individual Differences
103,Łukasz Mateusz Jach,https://orcid.org/0000-0002-8215-0795,empty,Funkcjonalność materializmu – perspektywa kulturowa i ewolucyjna,2020,Przegląd Psychologiczny / The Review of Psychology
104,Łukasz Mateusz Jach,https://orcid.org/0000-0002-8215-0795,https://doi.org/10.1177/1474704920961728,"I Can Wear a Beard, but you Should Shave... Preferences for Men’s Facial Hair From the Perspective of Both Sexes",2020-11,Evolutionary Psychology
105,Łukasz Mateusz Jach,https://orcid.org/0000-0002-8215-0795,empty,Scjentoteizm pod lupą. Konstrukcja i własności psychometryczne kwestionariusza do badania aspektów światopoglądu scjentystycznego,2019,Przegląd Psychologiczny
106,Łukasz Mateusz Jach,https://orcid.org/0000-0002-8215-0795,empty,Spotlight on scientotheism. Structure and psychometric properties of the questionnaire for the study of scientistic worldview aspects,2019,The Review of Psychology
107,Łukasz Mateusz Jach,https://orcid.org/0000-0002-8215-0795,https://doi.org/10.15678/pjoep.2018.13.02,"„Polecam!” – naukowiec / „Polecam!” – konsument. Znaczenie obecności społecznych lub naukowych dowodów słuszności dla oceny wiarygodności reklam w kontekście refleksyjności poznawczej, maksymalizacji i światopoglądu scjentystycznego",2018,Psychologia Ekonomiczna
108,Łukasz Mateusz Jach,https://orcid.org/0000-0002-8215-0795,https://doi.org/10.5114/cipp.2017.66890,Intrinsic – Extrinsic – Transcendent. A triarchic model of goal contents: introduction and validation,2017,Current Issues in Personality Psychology
109,Łukasz Mateusz Jach,https://orcid.org/0000-0002-8215-0795,https://doi.org/10.15633/ss.2488,Prognozy naukowych wizjonerów a powszechne poglądy o roli nauki we współczesnym świecie,2017-07-31,Semina Scientiarum
110,Tomasz Daniel Jakubowski,https://orcid.org/0000-0002-1918-4028,https://doi.org/10.17504/protocols.io.bsd4na8w,The impact of the traditional male role norms on the post-traumatic stress disorder. A cross-sectional study on Polish male firefighters.,2021-10-28,protocols.io
111,Tomasz Daniel Jakubowski,https://orcid.org/0000-0002-1918-4028,https://doi.org/10.1371/journal.pone.0259025,The impact of the traditional male role norms on the posttraumatic stress disorder among Polish male firefighters,2021-10-27,PLOS ONE
112,Tomasz Daniel Jakubowski,https://orcid.org/0000-0002-1918-4028,https://doi.org/10.1371/journal.pone.0257252,Teachers’ mental health during the first two waves of the COVID-19 pandemic in Poland,2021-09-23,PLOS ONE
113,Tomasz Daniel Jakubowski,https://orcid.org/0000-0002-1918-4028,https://doi.org/10.12740/pp/onlinefirst/112442,Transsexualism or psychotic disorder? A case study.,2021-02-28,Psychiatria Polska
114,Tomasz Daniel Jakubowski,https://orcid.org/0000-0002-1918-4028,empty,Transmęskości : studia przypadku osób transpłciowych typu K/M,2017,Humanum
115,Anna Janina Jazłowska,https://orcid.org/0000-0002-6471-2141,empty,Doświadczanie stresu i odnajdywanie pozytywnych aspektów rodzicielstwa w kontekście wychowywania dziecka z niepełnosprawnością intelektualną,2019,"Dziecko krzywdzone. Teoria, badania, praktyka."
116,Anna Janina Jazłowska,https://orcid.org/0000-0002-6471-2141,https://doi.org/10.29119/1641-3466.2019.141.10,PARENTAL COOPERATION BETWEEN MOTHERS AND FATHERS OF CHILDREN WITH DOWN SYNDROME,2019,Zeszyty Naukowe. Organizacja i Zarządzanie / Politechnika Śląska
117,Anna Janina Jazłowska,https://orcid.org/0000-0002-6471-2141,https://doi.org/10.5114/hpr.2018.71212,"Perceived stress, ego-resiliency, and relational resources as predictors of psychological well-being in parents of children with Down syndrome",2018,Health Psychology Report
118,Anna Janina Jazłowska,https://orcid.org/0000-0002-6471-2141,https://doi.org/10.15804/tner.2017.48.2.19,Ego-Resiliency and Parental Satisfaction Among Parents of Children with Down Syndrome ,2017,New Educational Review
119,Renata Kleszcz-Szczyrba,https://orcid.org/0000-0002-1242-3022,empty,"Rodzina ekologiczna przyszłością ludzkości. Wspólne elementy zawarte w nauczaniu Pawła VI, Jana Pawła II oraz w pedagogice szensztackiej i koncepcjach antropologicznych prof. W. Fijałkowskiego",2019,Kwartalnik Naukowy Fides et Ratio
120,Dagna Joanna Kocur,https://orcid.org/0000-0003-0861-4579,https://doi.org/10.1016/j.paid.2020.110413,Too many shades of gray: The Dark Triad and its linkage to coercive and coaxing tactics to obtain sex and the quality of romantic relationships,2021-02,Personality and Individual Differences
121,Dagna Joanna Kocur,https://orcid.org/0000-0003-0861-4579,https://doi.org/10.1007/s12671-020-01450-2,Testing the Indirect Effect of Type 1 Diabetes on Life Satisfaction Through Self-Compassion and Self-Coldness,2020-11,Mindfulness
